index_x,artist,song,tag,Lyric,tag_2,True_end_lyrics,index_y,Generated Lyrics,Original Lyrics,Generated_eval,Original_eval,Generated_punct,Original_punct,Generated_coherence,Generated_musicality,Generated_quality,Original_coherence,Original_musicality,Original_quality,Generated_mean,Original_mean
750,One Direction,Story of My Life,"[Chorus: Harry, All]","The story of my life, I take her home I drive all night to keep her warm And time is frozen (The story of, the story of) The story of my life, I give her",[Chorus],"hope I spend her love until she's broke inside The story of my life (The story of, the story of)",601,"The story of my life, I take her home I drive all night to keep her warm And time is frozen (The story of, the story of) The story of my life, I give her a bottle of champagne and we drive all night to keep her warm And time is frozen (The story of, the story of)...","The story of my life, I take her home I drive all night to keep her warm And time is frozen (The story of, the story of) The story of my life, I give her hope I spend her love until she's broke inside The story of my life (The story of, the story of)","coherence: 8/10 (The theme of the chorus is clear and consistent)
musicality: 9/10 (The melody fits well with the lyrics and creates a catchy chorus)
quality: 8/10 (The production value is high and enhances the overall sound of the chorus)","coherence: 9/10 (The repetition of ""The story of my life"" creates a clear theme throughout the chorus.)

musicality: 8/10 (The use of rhyme and melody adds musicality to the chorus.)

quality: 7/10 (The lyrics convey a relatable and emotional theme, but the language could be more poetic and vivid.)","{'coherence': (8.0, 10.0), 'musicality': (9.0, 10.0), 'quality': (8.0, 10.0)}","{'coherence': (9.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (7.0, 10.0)}",8.0,9.0,8.0,9.0,8.0,7.0,8.333333333333334,8.0
314,Ed Sheeran,Happier,[Outro],"'Cause, baby, you look happier, you do I knew one day you'd fall for",[Outro],someone new But if he breaks your heart like lovers do Just know that I'll be waitin' here for you,267,"'Cause, baby, you look happier, you do I knew one day you'd fall for me...","'Cause, baby, you look happier, you do I knew one day you'd fall for someone new But if he breaks your heart like lovers do Just know that I'll be waitin' here for you","coherence: 8/10 - The lyrics follow a common theme of love and attraction, which is clear and relatable.
musicality: 9/10 - The melody and rhythm of the line fit well with the overall song structure and flow.
quality: 7/10 - The line contains simple and common rhymes and phrasing, which can be found in many pop songs. However, it still conveys the intended emotion effectively.","coherence: 9/10 (The lyrics follow a clear and logical theme of comfort and support.)
musicality: 7/10 (The melody and rhythm are simple but catchy, adding to the overall appeal.)
quality: 8/10 (The lyrics are well-written and convey emotion effectively while maintaining a consistent tone.)","{'coherence': (8.0, 10.0), 'musicality': (9.0, 10.0), 'quality': (7.0, 10.0)}","{'coherence': (9.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (8.0, 10.0)}",8.0,9.0,7.0,9.0,7.0,8.0,8.0,8.0
800,Rita Ora,How To Be Lonely,[Pre-Chorus],"Been lookin' for a non-material love Soon as I find it, I'll be fuckin' it up (Break it up)",[Pre-Chorus],"Like I ain't made a mess here often enough Not enough, not enough, not enough, not enough, no, no, no",643,"Been lookin' for a non-material love Soon as I find it, I'll be fuckin' it up (Break it up)


'Cause the world ain't got no way around that...","Been lookin' for a non-material love Soon as I find it, I'll be fuckin' it up (Break it up) Like I ain't made a mess here often enough Not enough, not enough, not enough, not enough, no, no, no","coherence: 7/10 (The lyrics follow a clear theme and rhyme scheme, but the use of the word ""fucking"" may be considered inappropriate or confusing for some audiences.)

musicality: 8/10 (The rhythm and melody of the pre-chorus are catchy and well-suited to a pop song.)

quality: 6/10 (The lyrical content may be seen as problematic or offensive to some listeners. However, the musical production is competent and fits the style of the genre.)","coherence: 6/10 (The lyrics have a clear meaning, but the repetition of ""not enough"" detracts from the overall coherence.)
musicality: 8/10 (The use of repetition in the lyric adds to the musicality and fits well with the rhythm and melody of the pre-chorus.)
quality: 5/10 (The use of the word ""fucking"" may not be palatable to all audiences, and the overall message of the lyrics may be considered low-quality or inappropriate for some listeners.)","{'coherence': (7.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (6.0, 10.0)}","{'coherence': (6.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (5.0, 10.0)}",7.0,8.0,6.0,6.0,8.0,5.0,7.0,6.333333333333333
558,Kesha,Take It Off,[Pre-Chorus],"And now we lookin' like pimps in my gold Trans Am Got a water bottle full of whiskey in my handbag Got my drunk text on,",[Pre-Chorus],"I'll regret it in the mornin' But tonight, I don't give a (I don't give a, I don't give a)",452,"And now we lookin' like pimps in my gold Trans Am Got a water bottle full of whiskey in my handbag Got my drunk text on, got my baby's and sister's driving Got my computer running, whoa got your tequila, I wanna run the pain, why don't you...","And now we lookin' like pimps in my gold Trans Am Got a water bottle full of whiskey in my handbag Got my drunk text on, I'll regret it in the mornin' But tonight, I don't give a (I don't give a, I don't give a)","coherence: 6/10 (The lyrics contain a clear image and theme, but the sentence structure is not perfect and some lines seem disconnected)
musicality: 8/10 (The lyrics fit well with the melody and rhythm of a pop song)
quality: 7/10 (The lyrics have some creativity and character, but they are not particularly profound or memorable)

Keep in mind that these scores are subjective and open to interpretation. Different listeners may have different opinions on the coherence, musicality, and quality of the same lyrics.","coherence: 8/10 (The lyrics create a clear image and follow a theme)
musicality: 7/10 (The rhythm and melody fit the lyrics well)
quality: 6/10 (The lyrics themselves are not particularly original or poetic)

Please note that these scores are subjective and can vary depending on personal preferences and musical tastes.","{'coherence': (6.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (7.0, 10.0)}","{'coherence': (8.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (6.0, 10.0)}",6.0,8.0,7.0,8.0,7.0,6.0,7.0,7.0
91,Bazzi,Why?,[Pre-Chorus],"Like you're just Dying to drive, but you can't find the keys Not looking",[Pre-Chorus],"for God, but you're down on your knees I'm all that you want, but not what you need, girl, why?",76,"Like you're just Dying to drive, but you can't find the keys Not looking good in front of me? Hurry!...","Like you're just Dying to drive, but you can't find the keys Not looking for God, but you're down on your knees I'm all that you want, but not what you need, girl, why?","coherence 8/10: The lyrics create a clear and relatable image of someone being eager to leave but unable to do so due to missing keys.
musicality 7/10: The rhythm and melody of the pre-chorus fit well with the theme and tone of the song.
quality 8/10: The lyrics are well-written and add depth to the overall song, making it a high-quality pre-chorus.","coherence: 8/10 - The lyrics follow a clear and relatable theme of desire and confusion.
musicality: 7/10 - The use of rhyme adds to the musicality, but the melody and rhythm could be more distinctly defined.
quality: 7/10 - The lyrics are well-written and evoke emotions, but the musicality could be improved to enhance the overall quality of the pre-chorus.",{},"{'coherence': (8.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (7.0, 10.0)}",-10.0,-10.0,-10.0,8.0,7.0,7.0,-10.0,7.333333333333333
74,Backstreet Boys,Show Me the Meaning of Being Lonely,[Verse 2: Kevin & Nick],"Life goes on as it never ends Eyes of stone observe the trends They never say forever gaze, if only Guilty roads to an endless love (endless love) There's",[Verse],"no control, are you with me now? Your every wish will be done They tell me You might also like",64,"Life goes on as it never ends Eyes of stone observe the trends They never say forever gaze, if only Guilty roads to an endless love (endless love) There's also a moment of pain that lasts Years before you even knew you were close
Some years you might forget you loved and remember It'll be all you...","Life goes on as it never ends Eyes of stone observe the trends They never say forever gaze, if only Guilty roads to an endless love (endless love) There's no control, are you with me now? Your every wish will be done They tell me You might also like","coherence: 8/10
The lyrics follow a logical progression and convey a clear message about the endurance of love and the passing of time.

musicality: 7/10
The melody of the verse is catchy and fits well with the lyrical content. However, it could benefit from more variation to enhance the listening experience.

quality: 9/10
The use of poetic language and rhyme scheme adds to the overall quality of the verse. The imagery created by the lyrics is vivid and engaging.","coherence: 8/10 The lyrics follow a logical sequence and convey a clear message.
musicality: 7/10 The rhymes are present, but the melody could be more engaging.
quality: 6/10 The lines are simple and repetitive, which might limit the overall impact.","{'coherence': (8.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (9.0, 10.0)}","{'coherence': (8.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (6.0, 10.0)}",8.0,7.0,9.0,8.0,7.0,6.0,8.0,7.0
781,Phil Collins,You’ll Be In My Heart,[Chorus],"Cause you'll be in my heart Yes, you'll be in my heart From this day on Now and forever more",[Chorus],You might also likeYou'll be in my heart No matter what they say You'll be here in my heart Always,626,"Cause you'll be in my heart Yes, you'll be in my heart From this day on Now and forever more....","Cause you'll be in my heart Yes, you'll be in my heart From this day on Now and forever more You might also likeYou'll be in my heart No matter what they say You'll be here in my heart Always","coherence: 10/10 (The lyrics in this chorus are simple, repetitive, and easy to follow, which contributes to its coherence.)

musicality: 8/10 (The melody of this chorus is catchy and pleasant, but it could benefit from more complexity to elevate its musicality.)

quality: 9/10 (The lyrics are emotionally evocative and meaningful, while the melody is memorable and well-crafted.)","coherence: 9/10 (The repetition of ""you'll be in my heart"" creates a clear and consistent message throughout the chorus.)
musicality: 8/10 (The melody is catchy and fits well with the lyrics.)
quality: 7/10 (The simplicity of the chorus is effective, but some may find it lacking in complexity or originality.)","{'coherence': (10.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (9.0, 10.0)}","{'coherence': (9.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (7.0, 10.0)}",10.0,8.0,9.0,9.0,8.0,7.0,9.0,8.0
61,Ariana Grande,​God is a woman,[Outro],"Yeah, yeah (God is a woman) Yeah, yeah (God is a woman, yeah) My one (One) When all is said and done You'll believe God is a woman You'll believe God (God is a",[Outro],"woman) Oh, yeah (God is a woman, yeah) (One) It lingers when we're done You'll believe God is a woman",52,"Yeah, yeah (God is a woman) Yeah, yeah (God is a woman, yeah) My one (One) When all is said and done You'll believe God is a woman You'll believe God (God is a woman, yeah) The ones that make it past the music that God would not show
But yeah, yeah (God is a woman) My one...","Yeah, yeah (God is a woman) Yeah, yeah (God is a woman, yeah) My one (One) When all is said and done You'll believe God is a woman You'll believe God (God is a woman) Oh, yeah (God is a woman, yeah) (One) It lingers when we're done You'll believe God is a woman","coherence: 7/10 (The repetition of ""God is a woman"" and ""my one"" creates a clear theme, but the meaning of the lines ""You'll believe God is a woman"" and ""The ones that make it past the music that God would not show"" is not immediately clear)

musicality: 8/10 (The repetition of the phrase ""God is a woman"" and the use of the short, simple phrases create a catchy and memorable melody)

quality: 6/10 (The lyrical content is not particularly deep or original, but the melody and production value are decent)","coherence: 8/10 (The lyrics repeat the theme consistently throughout the outro)
musicality: 7/10 (The repetition of ""God is a woman"" creates a catchy rhythm, but the melody is relatively simple)
quality: 6/10 (The lyrical content is somewhat abstract, and the repetition may become monotonous for some listeners)

Overall score: 21/30 (Average)","{'coherence': (7.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (6.0, 10.0)}","{'coherence': (8.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (6.0, 10.0), 'score': (21.0, 30.0)}",7.0,8.0,6.0,8.0,7.0,6.0,7.0,7.0
428,Jason Derulo,Whatcha Say,[Pre-Chorus: Jason Derulo],"So let me in (Let me in) Give me another chance (Another chance) To really be your man (Oh) 'Cause when the roof caved in and the truth came out I just didn't know what to do But when I become a star, we'll be livin' so large I'll",[Pre-Chorus],"do anything for you So tell me, girl See Jason Derulo LiveGet tickets as low as $43You might also like",346,"So let me in (Let me in) Give me another chance (Another chance) To really be your man (Oh) 'Cause when the roof caved in and the truth came out I just didn't know what to do But when I become a star, we'll be livin' so large I'll need you to (And this will be, I'll need you to)
(So let me in) Give me another chance (Another chance)...","So let me in (Let me in) Give me another chance (Another chance) To really be your man (Oh) 'Cause when the roof caved in and the truth came out I just didn't know what to do But when I become a star, we'll be livin' so large I'll do anything for you So tell me, girl See Jason Derulo LiveGet tickets as low as $43You might also like","coherence: 8/10 (The lyrics follow a clear and logical progression, expressing a desire for forgiveness and a better future.)

musicality: 7/10 (The melody and rhythm are catchy and suited to a pop song, but the repetition of some phrases may detract from the overall musicality.)

quality: 8/10 (The lyrics are well-written and convey a relatable and emotional message, while the melody and production values are also strong.)","Coherence: 8/10 (The pre-chorus follows a clear and logical progression, expressing the singer's desire to be with the girl and promising to do anything for her once he becomes successful.)

Musicality: 9/10 (The melody is catchy and upbeat, which is typical for pop music and helps to engage the listener.)

Quality: 7/10 (The production quality is good, but the lyrics could be more original or poetic. The use of clichés like ""when the roof caved in"" and ""I'll do anything for you"" can make the pre-chorus feel less distinctive.)","{'coherence': (8.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (8.0, 10.0)}","{'Coherence': (8.0, 10.0), 'Musicality': (9.0, 10.0), 'Quality': (7.0, 10.0)}",8.0,7.0,8.0,-10.0,-10.0,-10.0,7.666666666666667,-10.0
741,Noah Cyrus,Good Cry,[Verse 2],"Ive been up six days and five nights I swallowed a pill to kill the time I was all up in my head just me, myself, and I This anxiety",[Verse],"puts me to shame And nothing could silence this pain Baby, thats why, I'm saying that I am feeling so",593,"Ive been up six days and five nights I swallowed a pill to kill the time I was all up in my head just me, myself, and I This anxiety started to lift. I got up and walked out the front door and it's like, ""Ah, oh"" I was running into the office and...","Ive been up six days and five nights I swallowed a pill to kill the time I was all up in my head just me, myself, and I This anxiety puts me to shame And nothing could silence this pain Baby, thats why, I'm saying that I am feeling so","coherence: 8/10 (The verse follows a logical sequence and the lyrics convey a clear message)
musicality: 7/10 (The rhythm of the verse is catchy, but it could benefit from more musicality in terms of melody and harmony)
quality: 8/10 (The verse contains relatable themes and the language used is expressive and evocative)","coherence: 8/10 (The lyrics follow a logical and understandable sequence, expressing a clear theme of anxiety and introspection.)

musicality: 7/10 (The melody and rhythm of the verse are catchy but not particularly innovative or memorable.)

quality: 8/10 (The verse contains strong imagery and emotional depth, making it a high-quality example of songwriting in the pop genre.)","{'coherence': (8.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (8.0, 10.0)}","{'coherence': (8.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (8.0, 10.0)}",8.0,7.0,8.0,8.0,7.0,8.0,7.666666666666667,7.666666666666667
759,OneRepublic,Rescue Me,[Verse 2],"Yeah, I miss all the times we had Can't forget what you can't get back And you can't find it in another Man, time, it ain't your lover I don't care",[Verse],what you thought before I'll be there anytime you call Don't you ever call another No need to call another,608,"Yeah, I miss all the times we had Can't forget what you can't get back And you can't find it in another Man, time, it ain't your lover I don't care Can't care for it (Can't) live with it forever Can't find it in another Man, time, it ain't your lover I don...","Yeah, I miss all the times we had Can't forget what you can't get back And you can't find it in another Man, time, it ain't your lover I don't care what you thought before I'll be there anytime you call Don't you ever call another No need to call another","coherence: 8/10 (The lyrics express a clear and consistent theme of longing for a past relationship and the inability to find that connection with someone else.)

musicality: 7/10 (The melody is catchy, but the rhythm and harmony could be more complex to enhance the emotional impact of the lyrics.)

quality: 8/10 (The production value is high, with clear vocals and a well-produced instrumental track.)

Overall score: 7.6/10 (A solid pop song with strong lyrics and production value, but could benefit from more complex musical arrangements to fully enhance the emotional impact.)","coherence: 9/10 (The lyrics follow a clear theme of longing and missing a past relationship.)
musicality: 8/10 (The melody and rhythm of the verse create a catchy and engaging tone.)
quality: 7/10 (The use of repetition and simple rhyme scheme is effective but not overly original or complex.)

Overall score: 24/30. This verse exhibits a good balance of coherence, musicality, and quality.","{'coherence': (8.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (8.0, 10.0)}","{'coherence': (9.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (7.0, 10.0), 'score': (24.0, 30.0)}",8.0,7.0,8.0,9.0,8.0,7.0,7.666666666666667,8.0
629,Little Mix,"Secret Love Song, Pt. II","[Chorus: Leigh-Anne, Perrie]","Oh, why can't you hold me in the street? Why can't I kiss you on the dance floor? I wish that it could be like that Why can't it be like that? 'Cause I'm yours Why can't I say that I'm in love? I wanna shout it",[Chorus],from the rooftops I wish that it could be like that Why can't we be like that? 'Cause I'm yours,504,"Oh, why can't you hold me in the street? Why can't I kiss you on the dance floor? I wish that it could be like that Why can't it be like that? 'Cause I'm yours Why can't I say that I'm in love? I wanna shout it at you 'cause I'm yours Why can't you take my hand, and give me the light, and kiss me now? Why can't I...","Oh, why can't you hold me in the street? Why can't I kiss you on the dance floor? I wish that it could be like that Why can't it be like that? 'Cause I'm yours Why can't I say that I'm in love? I wanna shout it from the rooftops I wish that it could be like that Why can't we be like that? 'Cause I'm yours","coherence: 9/10 - The lyrics follow a clear theme of longing and desire, and the repetition of ""why can't it be like that"" and ""because I'm yours"" creates a strong and consistent message.

musicality: 8/10 - The melody of the chorus is catchy and memorable, but could benefit from a more dynamic arrangement to enhance the emotional impact of the lyrics.

quality: 7/10 - The lyrics themselves are well-written and expressive, but the chorus could be improved by adding more nuance or complexity to the musical arrangement to better complement the emotional content of the words. Overall, the quality of the chorus is good, but there is room for refinement to make it truly great.","coherence: 9/10 (The lyrics follow a consistent theme and flow well together)
musicality: 8/10 (The melody and rhythm of the chorus are catchy and fit the lyrics)
quality: 7/10 (The lyrics are simple and common in pop music, but the melody and production value add to the overall quality)","{'coherence': (9.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (7.0, 10.0)}","{'coherence': (9.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (7.0, 10.0)}",9.0,8.0,7.0,9.0,8.0,7.0,8.0,8.0
279,Demi Lovato,Sorry Not Sorry,[Bridge],"Talk that talk, baby Better walk, better walk that walk, baby If you talk, if you talk that talk, baby Better walk, better walk that walk, baby, ah, yeah Talk that talk, baby Better walk, better walk that walk,",[Bridge],"baby If you talk, if you talk that talk, baby Better walk, better walk that walk, baby (Oh, yeah, yeah)",236,"Talk that talk, baby Better walk, better walk that walk, baby If you talk, if you talk that talk, baby Better walk, better walk that walk, baby, ah, yeah Talk that talk, baby Better walk, better walk that walk, baby, ah, yeah
Not many of us could say our favorite song. 'Catch me now, I got a name for you' No...","Talk that talk, baby Better walk, better walk that walk, baby If you talk, if you talk that talk, baby Better walk, better walk that walk, baby, ah, yeah Talk that talk, baby Better walk, better walk that walk, baby If you talk, if you talk that talk, baby Better walk, better walk that walk, baby (Oh, yeah, yeah)","coherence: 8/10 (The lyrics follow a clear and consistent theme of encouraging someone to live up to their words and actions.)

musicality: 9/10 (The repetition of the ""talk that talk"" and ""walk that walk"" phrases creates a catchy and memorable melody.)

quality: 7/10 (The lyrics themselves are not particularly deep or complex, but they effectively convey the message and fit well with the music.)

[Bridge]
Baby, when you're talking, I'm listening
But when I see you walking, now that's entertaining
You're looking good, no need to fight it
Talk that talk, walk that walk, do it right.

(Note: The given score is based on the provided lyrics alone, and the actual musical quality of the recording or performance may vary.)","coherence: 8/10 (The lyrics are clear and follow a consistent theme)
musicality: 9/10 (The repetition of the ""talk that talk, better walk that walk"" phrase creates a catchy and rhythmic melody)
quality: 7/10 (The lyrics themselves are not particularly deep or original, but they effectively serve the purpose of a pop song)","{'coherence': (8.0, 10.0), 'musicality': (9.0, 10.0), 'quality': (7.0, 10.0)}","{'coherence': (8.0, 10.0), 'musicality': (9.0, 10.0), 'quality': (7.0, 10.0)}",8.0,9.0,7.0,8.0,9.0,7.0,8.0,8.0
293,Dermot Kennedy,All My Friends,[Post-Chorus],"The smell of rain and streetlight thrown A love, a lantern in the snow But when she feels it taking hold She finds",[Post-Chorus],it so hard letting go How can I tell her that we'll shine? She dreads the devil's yet to show,249,"The smell of rain and streetlight thrown A love, a lantern in the snow But when she feels it taking hold She finds her light and the smell of rain and streetlight thrown A love, a lantern in the snow But when she feels it taking hold
And as she...","The smell of rain and streetlight thrown A love, a lantern in the snow But when she feels it taking hold She finds it so hard letting go How can I tell her that we'll shine? She dreads the devil's yet to show","coherence: 9/10 (The repetition of the phrase ""the smell of rain and streetlight thrown a love, a lantern in the snow"" creates a clear and consistent theme throughout the post-chorus.)

musicality: 8/10 (The use of the repeated phrase and the implied rhythm of the words create a catchy and melodic flow.)

quality: 9/10 (The post-chorus contains poetic and evocative language that can effectively convey emotion to the listener.)","coherence: 9/10 The lyrics create a clear image and tell a story, with a consistent theme of love and emotion.

musicality: 8/10 The melody fits well with the lyrics, creating an emotional resonance that enhances the meaning of the words.

quality: 7/10 The lyrics are well-written, but some of the rhymes could be stronger and more refined to enhance the overall quality of the post-chorus.","{'coherence': (9.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (9.0, 10.0)}","{'coherence': (9.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (7.0, 10.0)}",9.0,8.0,9.0,9.0,8.0,7.0,8.666666666666666,8.0
942,Zara Larsson,So Good,[Verse 3: Ty Dolla $ign],"(Dolla, Dolla $ign) Yeah, girl, your love so good, girl Got me comin' back for seconds, what's good, girl? Got me clearin' out my schedule, tryna link up Girl, you know you 'bout to get that thang beat up When I pull up, you know what I came for Dolla lay the",[Verse],"pipe, keep some dope D for you Put your body straight to sleep I got you wakin' up thankin' me",773,"(Dolla, Dolla $ign) Yeah, girl, your love so good, girl Got me comin' back for seconds, what's good, girl? Got me clearin' out my schedule, tryna link up Girl, you know you 'bout to get that thang beat up When I pull up, you know what I came for Dolla lay the first syllable out (Yeah)
I knew you 'bout to get that thang beat up, girl
Girl, you know you '...","(Dolla, Dolla $ign) Yeah, girl, your love so good, girl Got me comin' back for seconds, what's good, girl? Got me clearin' out my schedule, tryna link up Girl, you know you 'bout to get that thang beat up When I pull up, you know what I came for Dolla lay the pipe, keep some dope D for you Put your body straight to sleep I got you wakin' up thankin' me","coherence: 8/10 (The lyrics are clear and follow a consistent theme of expressing desire and admiration towards a loved one)

musicality: 7/10 (The rhythm and flow of the lyrics fit well with the beat and melody of the song)

quality: 9/10 (The use of rhyme and repetition adds to the overall quality of the verse and complements the overall style of the pop song)","coherence: 8/10 (The lyrics follow a clear and consistent theme of expressing the speaker's attraction to a woman and desiring to spend time with her.)

musicality: 9/10 (The rhythm and flow of the lyrics match well with the upbeat and catchy nature of the pop music genre.)

quality: 7/10 (The lyrics contain commonplace expressions and cliches, but still effectively convey the intended message and mood.)","{'coherence': (8.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (9.0, 10.0)}","{'coherence': (8.0, 10.0), 'musicality': (9.0, 10.0), 'quality': (7.0, 10.0)}",8.0,7.0,9.0,8.0,9.0,7.0,8.0,8.0
251,Céline Dion,Pour que tu m’aimes encore,[Verse 3.2],I'll name myself queen for you to hold me I'll make myself new to let the fire restart I'll become these others who give you pleasure Your games will be ours if that's,,your wish More brilliant more beautiful for another spark I'll change myself into gold for you to still love me,210,I'll name myself queen for you to hold me I'll make myself new to let the fire restart I'll become these others who give you pleasure Your games will be ours if that's how you feel Your words will be yours to learn from you To trust me that you'll give me all I need with my trust and love Everything that...,I'll name myself queen for you to hold me I'll make myself new to let the fire restart I'll become these others who give you pleasure Your games will be ours if that's your wish More brilliant more beautiful for another spark I'll change myself into gold for you to still love me,"coherence: 6/10 (The lyrics have a clear message, but the flow could be improved)
musicality: 7/10 (The melody and rhythm of the example seem catchy)
quality: 5/10 (Subjective assessment based on the example, more context is needed)","coherence: 7/10 - The lyrics seem to follow a theme of self-sacrifice and devotion, which is clear. However, some of the lines could be more specifically tied to the theme, making it even more cohesive.

musicality: 8/10 - The melody flows well with the lyrics and there are some catchy moments, making it musically pleasing.

quality: 6/10 - While the lyrics have some poetic moments, the overall quality of the song is average. The repetition of certain phrases and lack of progression in the lyrics detracts from its potential impact.","{'coherence': (6.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (5.0, 10.0)}","{'coherence': (7.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (6.0, 10.0)}",6.0,7.0,5.0,7.0,8.0,6.0,6.0,7.0
287,Dermot Kennedy,All My Friends,[Pre-Chorus],"And I, I, I I",[Pre-Chorus],"couldn't stop smiling like the whole way home And yeah, it should be when she read out all she'd written",243,"And I, I, I I, I'm sorry. I, I'm sorry. I, I, I'm sorry. I, I, I, I'm sorry.
...","And I, I, I I couldn't stop smiling like the whole way home And yeah, it should be when she read out all she'd written","coherence: 8/10 (repeating ""I'm sorry"" fits the theme of apologizing)
musicality: 7/10 (simple melody, repetitive structure)
quality: 6/10 (lyrics are clear, but the lack of complexity might be a drawback)","I'm an AI language model and I don't have the ability to listen to or score specific music passages. However, I can provide you with a general template for scoring a pre-chorus section of a pop song based on the given criteria. Please note that the following scores are hypothetical and should not be considered as accurate or definitive.

coherence: 8/10
The lyrics appear to follow a logical sequence and the meaning is clear. The repetition of ""I couldn't stop smiling"" creates a sense of consistency and builds anticipation for the chorus.

musicality: 7/10
The melody is catchy and fits the lyrics well, but it doesn't stand out as particularly innovative or memorable. The rhythm is upbeat and energetic, which suits the positive tone of the lyrics.

quality: 9/10
The production quality is high, with clear and balanced vocals, a well-produced instrumental backing, and an overall polished sound. The arrangement effectively supports the lyrics and creates an engaging listening experience.","{'coherence': (8.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (6.0, 10.0)}","{'coherence': (8.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (9.0, 10.0)}",8.0,7.0,6.0,8.0,7.0,9.0,7.0,8.0
137,Boyce Avenue,Heaven,[Bridge: Alejandro Manzano & Megan Nicole],I've been waitin' for so long For somethin' to arrive For love to come along Now,[Bridge],"our dreams are comin' true Through the good times and the bad Yeah, I'll be standin' there by you Ohhhh",118,"I've been waitin' for so long For somethin' to arrive For love to come along Now where can I find it? I could be your...insect, cat, honey Bee! There's no better way to celebrate!
Baby,...","I've been waitin' for so long For somethin' to arrive For love to come along Now our dreams are comin' true Through the good times and the bad Yeah, I'll be standin' there by you Ohhhh","coherence: 7/10 The lyrics follow a clear theme of waiting for love and expressing desire, but the use of unrelated animal references in the second verse seems disconnected and adds little to the overall meaning.

musicality: 8/10 The melody and rhythm of the bridge are catchy and upbeat, creating a sense of excitement and anticipation.

quality: 6/10 The bridge contains some interesting and creative lyrics, but the use of unrelated animal references and the lack of a clear resolution detract from its overall impact and may not be considered high-quality by all listeners.","coherence: 10/10 - The lyrics tell a clear and relatable story of waiting for love.
musicality: 8/10 - The melody and rhythm of the bridge are catchy and fit well with the overall song.
quality: 9/10 - The lyrics are well-written and the melody adds to the emotional impact of the song. Overall, it shows a high level of production value.","{'coherence': (7.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (6.0, 10.0)}","{'coherence': (10.0, 10.0), 'musicality': (8.0, 10.0), 'quality': (9.0, 10.0)}",7.0,8.0,6.0,10.0,8.0,9.0,7.0,9.0
15,AJR,Weak,[Verse 1],"""No thank you"" is",[Verse],what I should've said I should be in bed But temptations of trouble on my tongue Troubles yet to come,12,"""No thank you"" is a natural state of mind, and, after all this, even so you do.

And so you can be in your best mood to fall...","""No thank you"" is what I should've said I should be in bed But temptations of trouble on my tongue Troubles yet to come","coherence: 8/10 (The meaning of the lyrics is clear and follows a logical progression)
musicality: 7/10 (The rhythm and melody of the verse are catchy, but not particularly memorable)
quality: 6/10 (The lyric itself is decent, but not particularly impressive or original)","coherence 9/10 (The lyrics follow a logical and clear structure)
musicality 8/10 (The rhythm and rhyme scheme add to the overall flow of the verse)
quality 7/10 (The use of metaphor and language is expressive, but the overall originality and depth of the verse could be improved)

Please note that these ratings are subjective and based on a single verse. The context of the song as a whole, as well as personal preferences, can greatly impact these scores.","{'coherence': (8.0, 10.0), 'musicality': (7.0, 10.0), 'quality': (6.0, 10.0)}",{},8.0,7.0,6.0,-10.0,-10.0,-10.0,7.0,-10.0
