artist,song,source_lyrics,tag,true_end_lyrics,generated_lyrics,generated_end_lyrics,bleu_score,perplexity
Jason Derulo,Whatcha Say,"So let me in (Let me in) Give me another chance (Another chance) To really be your man (Oh) 'Cause when the roof caved in and the truth came out I just didn't know what to do But when I become a star, we'll be livin' so large I'll",[Pre-Chorus],"do anything for you So tell me, girl See Jason Derulo LiveGet tickets as low as $43You might also like","So let me in (Let me in) Give me another chance (Another chance) To really be your man (Oh) 'Cause when the roof caved in and the truth came out I just didn't know what to do But when I become a star, we'll be livin' so large I'll need you to (And this will be, I'll need you to)
(So let me in) Give me another chance (Another chance)"," need you to (And this will be, I'll need you to)
(So let me in) Give me another chance (Another chance)",9.279498346976181e-232,30.098739624023438
Jason Derulo,Whatcha Say,"Mm, whatcha say? Oh, that you only meant well? Well, of course, you did Mm, whatcha say? (Oh, whatcha say? Whatcha say?) Mm, that it's all for the best? Of course, it is Mm, whatcha say? Oh, that you",[Chorus],"only meant well? Well, of course, you did Mm, whatcha say? (Oh, whatcha say? Whatcha say?) Wha-wha-wha-wha-what did she say?","Mm, whatcha say? Oh, that you only meant well? Well, of course, you did Mm, whatcha say? (Oh, whatcha say? Whatcha say?) Mm, that it's all for the best? Of course, it is Mm, whatcha say? Oh, that you only meant well? Well, of course, you did Mm, whatcha say? (Oh, whatcha say?) Mm, that it"," only meant well? Well, of course, you did Mm, whatcha say? (Oh, whatcha say?) Mm, that it",9.257324954728539e-232,46.8741340637207
Jason Derulo,Whatcha Say,"How (How) could I live (Live) with myself (Self) Knowin' that I let our love go? (Love go) And ooh (Ooh), what I'd do (Do) with one chance (Chance) I just",[Verse],gotta let you know I know what I did wasn't clever But me and you we're meant to be together,"How (How) could I live (Live) with myself (Self) Knowin' that I let our love go? (Love go) And ooh (Ooh), what I'd do (Do) with one chance (Chance) I just wanna know (Yeah, we don't know) If you wanna hear that (You wanna hear that) Then it's all right (You wanna hear"," wanna know (Yeah, we don't know) If you wanna hear that (You wanna hear that) Then it's all right (You wanna hear",9.91475782510344e-232,15.804476737976074
Jason Derulo,Whatcha Say,So let me in (Let me in) Give me another chance (Another chance) To really be your man (Oh) 'Cause when the roof caved in and the truth came out I just didn't know what to do,[Pre-Chorus],"But when I become a star, we'll be livin' so large I'll do anything for you So tell me, girl",So let me in (Let me in) Give me another chance (Another chance) To really be your man (Oh) 'Cause when the roof caved in and the truth came out I just didn't know what to do (Oh) and now I just don't know what to do (Oh) (Oh) I don't know how I got here (I'm, (Oh) and now I just don't know what to do (Oh) (Oh) I don't know how I got here (I'm,9.759511994015451e-232,10.03874683380127
Jason Derulo,Whatcha Say,"Mm, whatcha say? Oh, that you only meant well? Well, of course, you did Mm, whatcha say? (Oh, whatcha say? Whatcha say?) Mm, that it's all for the best? Of course, it is Mm, whatcha say? Oh, that you",[Chorus],"only meant well? Well, of course, you did Mm, whatcha say? (Oh, whatcha say? Whatcha say?) Wha-wha-wha-wha-what did she say?","Mm, whatcha say? Oh, that you only meant well? Well, of course, you did Mm, whatcha say? (Oh, whatcha say? Whatcha say?) Mm, that it's all for the best? Of course, it is Mm, whatcha say? Oh, that you only meant well? Well, of course, you did Mm, whatcha say? (Oh, whatcha say?) Mm, that it"," only meant well? Well, of course, you did Mm, whatcha say? (Oh, whatcha say?) Mm, that it",9.257324954728539e-232,46.8741340637207
Jason Derulo,Whatcha Say,"Girl, tell me what you say, I (Say, I) I don't want you to leave me, though you caught me cheatin' Tell me, tell me what you say, I (Say, I) I really need you in my life 'cause things ain't right, girl Tell me, tell me what you say, I (Say, I) I don't want you to leave me, though you caught me cheatin' Tell me,",[Bridge],"tell me what you say, I (Say, I) I really need you in my life 'cause things ain't right (Oh-oh-ohh)","Girl, tell me what you say, I (Say, I) I don't want you to leave me, though you caught me cheatin' Tell me, tell me what you say, I (Say, I) I really need you in my life 'cause things ain't right, girl Tell me, tell me what you say, I (Say, I) I don't want you to leave me, though you caught me cheatin' Tell me, tell me what you say, I (Say, I) I really need you in my life 'cause things ain't right, girl Tell me,"," tell me what you say, I (Say, I) I really need you in my life 'cause things ain't right, girl Tell me,",1.0169486342047797e-231,42.269508361816406
Jason Derulo,Whatcha Say,"'Cause when the roof caved in and the truth came out I just didn't know what to do (I just didn't know what to do, mm) But",[Pre-Chorus],"when I become a star, we'll be livin' so large I'll do anything for you So, baby, what you say?","'Cause when the roof caved in and the truth came out I just didn't know what to do (I just didn't know what to do, mm) But now we get off the ground and things are calm and we go to bed, yeah (sleeps)
Just standing there and you just (sleep"," now we get off the ground and things are calm and we go to bed, yeah (sleeps)
Just standing there and you just (sleep",8.991089726719026e-232,30.070249557495117
Jason Derulo,Whatcha Say,"Mm, whatcha say? Oh, that you only meant well? Well, of course, you did (Well, of course, I did, baby) Mm, whatcha say? (Oh, whatcha say? Whatcha say? Ohh) Mm, that it's all for the best? Of course, it is (Oh well, of course, it is) Mm, whatcha say? Oh, that you only meant well? (What did you say)",[Chorus],"Well, of course, you did (Woah, oh, oh) Mm, whatcha say? (Oh, whatcha say? Whatcha say?) Wha-wha-wha-wha-what did she say?","Mm, whatcha say? Oh, that you only meant well? Well, of course, you did (Well, of course, I did, baby) Mm, whatcha say? (Oh, whatcha say? Whatcha say? Ohh) Mm, that it's all for the best? Of course, it is (Oh well, of course, it is) Mm, whatcha say? Oh, that you only meant well? (What did you say) Oh, that you only meant well? Of course, it is (Oh well, of course, it is) Mm, whatcha say?"," Oh, that you only meant well? Of course, it is (Oh well, of course, it is) Mm, whatcha say?",9.206597977384398e-232,37.16608810424805
Jason Mraz,Unlonely,It could be love And we could be homies Once you get to know me I could be your one and only I could make you Unlonely Or we could take it,[Chorus],slowly And we could keep it low key I could be your one and only I could make you Unlonely,It could be love And we could be homies Once you get to know me I could be your one and only I could make you Unlonely Or we could take it a bit Long live love My love that's what makes me laugh Or we could take it a bit, a bit Long live love My love that's what makes me laugh Or we could take it a bit,9.475293539507031e-232,131.16409301757812
Jason Mraz,Unlonely,"I've been chasing summer around Searching for the sunshine Looking for a good time Following the good vibes Listening to intuition as it's happening Diggin' into life cuz at times it can be saddening Yea it can be a grey day, if you're lonely A little rain suddenly",[Verse],turns heavy But a whole lotta love can make the clouds go away Maybe the time for us is now,"I've been chasing summer around Searching for the sunshine Looking for a good time Following the good vibes Listening to intuition as it's happening Diggin' into life cuz at times it can be saddening Yea it can be a grey day, if you're lonely A little rain suddenly brings some people to light Listen to this song
'Mmm-mhm-mm-mhm'
'Mmm-mhm-"," brings some people to light Listen to this song
'Mmm-mhm-mm-mhm'
'Mmm-mhm-",7.362079563180394e-232,15.927164077758789
Jason Mraz,Unlonely,When the table's set for two And there's nobody with you Seeing movies,[Pre-Chorus],by yourself Let me be your someone else See Jason Mraz LiveGet tickets as low as $53You might also like,"When the table's set for two And there's nobody with you Seeing movies you want to watch, always, always Tell me what's on the menu!


Back to back episodes | OO | '93"," you want to watch, always, always Tell me what's on the menu!


Back to back episodes | OO | '93",9.763103351382646e-232,45.89707946777344
Jason Mraz,Unlonely,It could be love And we could be homies Once you get to know me I could be your one and only I could make you Unlonely Or we could take it,[Chorus],slowly And we could keep it low key I could be your one and only I could make you Unlonely,"It could be love And we could be homies Once you get to know me I could be your one and only I could make you Unlonely Or we could take it away Or maybe we could die together Or we could stay forever
Love forever
Love forever
And we could be homies
Love forever"," away Or maybe we could die together Or we could stay forever
Love forever
Love forever
And we could be homies
Love forever",8.898290003513518e-232,44.6312370300293
Jason Mraz,Unlonely,"I give you my word although I'm making words up Unlonely ain't a word but I don't give a FRUCK Cause I'm fresh from the farm where critics can't bother me Living is tricky as it is so that ain't stopping me You and me we both agree that no one needs the scrutiny All we want is peace and love and honestly you ruined me With your beautiful smile and your style continuity I'd be a fool not to take the opportunity to say Hey, we should be homies I think we could be bigger than cheese and macaroni We could keep it sweet like Chachi and Joanie Or maybe just be ourselves: Never Phony Never second guessing the freindship",[Verse],"connection Parallel living, never in possession Of your individual personal expression Together we're just a much better reflection of Love","I give you my word although I'm making words up Unlonely ain't a word but I don't give a FRUCK Cause I'm fresh from the farm where critics can't bother me Living is tricky as it is so that ain't stopping me You and me we both agree that no one needs the scrutiny All we want is peace and love and honestly you ruined me With your beautiful smile and your style continuity I'd be a fool not to take the opportunity to say Hey, we should be homies I think we could be bigger than cheese and macaroni We could keep it sweet like Chachi and Joanie Or maybe just be ourselves: Never Phony Never second guessing the freindship Mother might've let us do it but I guess she's not giving up I guess we'll be in love Now I don't want to be found", Mother might've let us do it but I guess she's not giving up I guess we'll be in love Now I don't want to be found,8.707062784577309e-232,37.397422790527344
Jason Mraz,Unlonely,And we could be homies Once you get to know me I could be your one and only I could make you Unlonely Or we could take it,[Chorus],slowly And we could keep it low key I could be your one and only I could make you Unlonely,"And we could be homies Once you get to know me I could be your one and only I could make you Unlonely Or we could take it easy
There's nothing like you"," easy
There's nothing like you",1.1008876702055895e-231,148.9654083251953
Jason Mraz,Unlonely,"Love, la-la-la, love Love, la-la, love One and",[Hook],"only, I could make you Unlonely Love, la-la-la, love Love, la-la, love One and only, I could make you Unlonely","Love, la-la-la, love Love, la-la, love One and only.
I don't like to see myself drowning in emotions
I don't like to see myself drowning in emotions (Shit!)
Love"," only.
I don't like to see myself drowning in emotions
I don't like to see myself drowning in emotions (Shit!)
Love",7.867719377700556e-232,13.998712539672852
Jason Mraz,Unlonely,When the table's set for two And there's nobody with you Seeing movies by yourself Let me be your someone else If,[Bridge],"you're spending time alone If it's just you and your phone Taking pictures of yourself Baby, maybe I can help",When the table's set for two And there's nobody with you Seeing movies by yourself Let me be your someone else If you don't like it let me do it the hard way (All right), you don't like it let me do it the hard way (All right),9.958726787503715e-232,29.778465270996094
Jason Mraz,Unlonely,It could be love And we could be homies Once you get to know me I could be your one and only I could make you Unlonely Or we could take it,[Chorus],slowly And we could keep it low key I could be your one and only I could make you Unlonely,It could be love And we could be homies Once you get to know me I could be your one and only I could make you Unlonely Or we could take it back, back,6.065720248837714e-233,11422.9521484375
Jason Mraz,Unlonely,"Love, la-la-la, love Love, la-la, love One and only, I could make you unlonely It could be love And we could be homies (Love, la-la-la, love) And once",[Hook],"you get to know me (Love, la-la, love) I could be your one and only I could make you Unlonely","Love, la-la-la, love Love, la-la, love One and only, I could make you unlonely It could be love And we could be homies (Love, la-la-la, love) And once we were tied together, she'd snap her eyes and say, 'You can kiss me (Love, la-la-la, love) '"," we were tied together, she'd snap her eyes and say, 'You can kiss me (Love, la-la-la, love) '",9.517017549617917e-232,36.667789459228516
Jennifer Lopez,El Anillo,Me tratas como una princesa y me das lo que pido T tienes el bate y la fuerza que yo necesito,[Verse],"Cuando estamos solos, te juro, no me falta nada Te pongo un trece de diez cuando estamo' en la cama","Me tratas como una princesa y me das lo que pido T tienes el bate y la fuerza que yo necesito quello y sus servicos, siendo mandarillo y mas aquí y la vez con una barcelo y leñano"," quello y sus servicos, siendo mandarillo y mas aquí y la vez con una barcelo y leñano",8.945944753745795e-232,78.84332275390625
Jennifer Lopez,El Anillo,Nunca haba sentido algo tan grande Y,[Pre-Chorus],"me vuelve loca tu lado salvaje T me has dado tanto que he estado pensando Ya lo tengo todo, pero...",Nunca haba sentido algo tan grande Y todo o si pirro sin decano di palma. Bono l'accardi ma decano con su habietta della, todo o si pirro sin decano di palma. Bono l'accardi ma decano con su habietta della,9.788429383461836e-232,152.173828125
Jennifer Lopez,El Anillo,"Y el anillo pa' cuando? (Yeah, yeah) Y el anillo",[Chorus],"pa' cuando? (Te tiene loca) Y el anillo pa' cuando? (Yeah, yeah) Y el anillo pa' cuando? (Te tiene loca)","Y el anillo pa' cuando? (Yeah, yeah) Y el anillo pa' cuando? (Yeah, yeah) Y
For the girl, the dream is gone. We're like stars at the end of the"," pa' cuando? (Yeah, yeah) Y
For the girl, the dream is gone. We're like stars at the end of the",9.814087347664602e-232,54.950904846191406
Jennifer Lopez,El Anillo,"Hueles como me gusta Me besas como me gusta Me agarras como me gusta As, as, que a m me gusta Como muerde la fruta (Wuh) Si sale de noche, me asusta Sin mapa conoces la ruta As, as, que me gusta Sigue aqu, papi, estoy pa' ti Dale atrs, que as somos las del Bronx Don't stop, muvete ms Que siga la fiesta conmigo no ms No pierdas el enfoque Papi, tienes la clase cuando apenas la toque",[Verse],"Home run con tres en base (damn, baby) See Jennifer Lopez LiveGet tickets as low as $26You might also like","Hueles como me gusta Me besas como me gusta Me agarras como me gusta As, as, que a m me gusta Como muerde la fruta (Wuh) Si sale de noche, me asusta Sin mapa conoces la ruta As, as, que me gusta Sigue aqu, papi, estoy pa' ti Dale atrs, que as somos las del Bronx Don't stop, muvete ms Que siga la fiesta conmigo no ms No pierdas el enfoque Papi, tienes la clase cuando apenas la toque Sino de la su Pizzarello A, sa, na allez no paso, de ti más sono Me gusta Me"," Sino de la su Pizzarello A, sa, na allez no paso, de ti más sono Me gusta Me",1.0003688322288243e-231,163.08572387695312
Jennifer Lopez,El Anillo,Nunca haba sentido algo tan grande Y,[Pre-Chorus],"me vuelve loca tu lado salvaje T me has dado tanto que he estado pensando Ya lo tengo todo, pero-","Nunca haba sentido algo tan grande Ye blanco, eunidad ahora o que sea muy lo tenerlo.

Katsui, lenguza m","e blanco, eunidad ahora o que sea muy lo tenerlo.

Katsui, lenguza m",9.929306298309508e-232,116.0420913696289
Jennifer Lopez,El Anillo,"Y el anillo pa' cuando? (Yeah, yeah) Y el anillo",[Chorus],"pa' cuando? (Te tiene loca) Y el anillo pa' cuando? (Yeah, yeah) Y el anillo pa' cuando? (Te tiene loca)","Y el anillo pa' cuando? (Yeah, yeah) Y el anillo que encaramos chichan, y en andro le nuestra de leos y milil
(Oh) Y el an"," que encaramos chichan, y en andro le nuestra de leos y milil
(Oh) Y el an",1.0103571138103665e-231,172.7326202392578
Jennifer Lopez,El Anillo,"No te pido na', yo no soy mujer regala' (he) Ponte en eso ya, si no papi, echa pa'll, oh T sabes que yo tengo lo que no tienen otras Cuando muevo mi cuerpo,",[Bridge],"el tuyo se alborota Las mujeres sabemos lo que nos toca Si quieren todo eso, que nos pongan la roca","No te pido na', yo no soy mujer regala' (he) Ponte en eso ya, si no papi, echa pa'll, oh T sabes que yo tengo lo que no tienen otras Cuando muevo mi cuerpo, yo, goo ne uma mo naman que, años ne scrooomo na (he) I'm not lonely, it"," yo, goo ne uma mo naman que, años ne scrooomo na (he) I'm not lonely, it",1.013799606997597e-231,136.88417053222656
Jennifer Lopez,El Anillo,Nunca haba sentido algo tan grande Y,[Pre-Chorus],"me vuelve loca tu lado salvaje T me has dado tanto que he estado pensando Ya lo tengo todo, pero...","Nunca haba sentido algo tan grande Yle na wara, se donde, ayu izagami ko karo, hablando sono. Sósca est","le na wara, se donde, ayu izagami ko karo, hablando sono. Sósca est",9.966150368347767e-232,123.4859390258789
Jennifer Lopez,El Anillo,"Y el anillo pa' cuando? (Yeah) (It's not like I need more jewelry, I mean) Y el anillo pa' cuando? Y el anillo pa'",[Chorus],"cuando? (Yeah, yeah) Y el anillo pa' cuando? (te gusta verme bailar?) (Te tiene loca) Y el anillo pa' cuando?","Y el anillo pa' cuando? (Yeah) (It's not like I need more jewelry, I mean) Y el anillo pa' cuando? Y el anillo pa' cuando? (Yeah) (It's not like I need more jewelry, I mean)
La tambien y la perrinita en"," cuando? (Yeah) (It's not like I need more jewelry, I mean)
La tambien y la perrinita en",1.0577612560403046e-231,76.04759216308594
Jeremy Zucker,"​always, i’ll care","Often, Iget exhausted",[Pre-Chorus],Trying regardless to be enough Isit selfish not to be selfless When all I can help is to open up?,"Often, Iget exhausted
And Igo to bed
I'm in the rain (That's me crying right now, baby)
I'm just trying to stay alive","
And Igo to bed
I'm in the rain (That's me crying right now, baby)
I'm just trying to stay alive",1.0599580721425215e-231,23.901498794555664
Jeremy Zucker,"​always, i’ll care",I'll be better than I was before Despite every text,[Chorus],"of yours ignored Will you call me still, just to hear my voice? I swear, always, I'll care I'll care",I'll be better than I was before Despite every text message, message,2.417097137022882e-232,193549.09375
Jeremy Zucker,"​always, i’ll care","Leave me, it's never easy I've had a lifetime to be alone",[Pre-Chorus],"If you let me, when it gets heavy No, I'll never let you be all alone You might also like","Leave me, it's never easy I've had a lifetime to be alone.
|[Bridge]|-Y'know, I might have come from the darkest place in the world to find you
It was all",".
|[Bridge]|-Y'know, I might have come from the darkest place in the world to find you
It was all",1.0323224925752969e-231,13.4266357421875
Jeremy Zucker,"​always, i’ll care",I'll be better than I was before (Hey) Despite every text of,[Chorus],"yours ignored (Hey) Will you call me still, just to hear my voice? I swear, always Always Always, I'll care","I'll be better than I was before (Hey) Despite every text of affection and devotion to me in the week and a half I've been listening to you, because you're my champion, my God, my fire and"," affection and devotion to me in the week and a half I've been listening to you, because you're my champion, my God, my fire and",8.810089921982127e-232,26.24703025817871
Jess Glynne,Gave Me Something,"I spent my weeks running wild And now my days, they have changed I never thought I'd be the girl that walked away I found my one true",[Verse],love In me you found it too A path that ran to me And didn't make it hard to choose,"I spent my weeks running wild And now my days, they have changed I never thought I'd be the girl that walked away I found my one true love was a gift I will never forget (bye) To family, friends, and anyone I've met"," love was a gift I will never forget (bye) To family, friends, and anyone I've met",1.0486136044025983e-231,41.23594284057617
Jess Glynne,Gave Me Something,'Cause you found me hiding,[Pre-Chorus],With my heart hanging on the wall You took a chance on me and didn't think that I would fall,"'Cause you found me hiding in that way?
And you might also like"," in that way?
And you might also like",1.156100809123877e-231,24.61741828918457
Jess Glynne,Gave Me Something,You gave me hope and you let me know that oh If I give it time it will all be mine and oh You gave me something that I didn't have before So I'ma give you something To stop you,[Chorus],saying more You gave me something I didnt have before And I'ma give you something To stop you saying more,"You gave me hope and you let me know that oh If I give it time it will all be mine and oh You gave me something that I didn't have before So I'ma give you something To stop you all yelling at me What happened last night?
I'ma give you something that I didn't have before
What happened last night?
So"," all yelling at me What happened last night?
I'ma give you something that I didn't have before
What happened last night?
So",9.200354095884341e-232,24.93277931213379
Jess Glynne,Gave Me Something,Ambers all I ever saw Like my life was on hold I never thought Id see The day the light turn green Im holding onto gold Its me that you did trust And nobodys stone,[Verse],is carved Who knows if this will last See Jess Glynne LiveGet tickets as low as $73You might also like,"Ambers all I ever saw Like my life was on hold I never thought Id see The day the light turn green Im holding onto gold Its me that you did trust And nobodys stone
And then you did believe And nobody knew

I don't think I've ever seen as innocent as the girl who ran down and got away
","
And then you did believe And nobody knew

I don't think I've ever seen as innocent as the girl who ran down and got away
",9.494650726269854e-232,48.73786544799805
Jess Glynne,Gave Me Something,'Cause you found me hiding,[Pre-Chorus],With my heart hanging on the wall You took a chance on me And didn't think that I would fall,"'Cause you found me hiding in a graveyard, who knows what I might be doing with my life?"""," in a graveyard, who knows what I might be doing with my life?""",1.0518351895246305e-231,21.902019500732422
Jess Glynne,Gave Me Something,You gave me hope and you let me know that oh If I give it time it will all be mine and oh You gave me something that I didn't have before So I'ma give you something to stop you saying more You gave me something I didnt have before And I'ma give you something To stop you,[Chorus],saying more You gave me something I didnt have before So I'ma give you something To stop you saying more,You gave me hope and you let me know that oh If I give it time it will all be mine and oh You gave me something that I didn't have before So I'ma give you something to stop you saying more You gave me something I didnt have before And I'ma give you something To stop you saying more, saying more,5.025547213910947e-232,405.25115966796875
Jess Glynne,Gave Me Something,Running running running running Running all the way Im running running running running Running all,[Bridge],the way Im running running running running Running all the way Im running running running running Running all the way,Running running running running Running all the way Im running running running running Running all the way Is running running running running running running Running Running running running Running Running Running Running Running Running Running Running Running Running Running Running Running Running Running Running Running, the way Is running running running running running running Running Running running running Running Running Running Running Running Running Running Running Running Running Running Running Running Running Running Running Running,6.177065022554034e-232,8.144363403320312
Jess Glynne,Gave Me Something,You gave me hope and you let me know that oh If I give it time it will all be mine and oh You gave me something I didn't have before So I'ma give you something to stop you saying more You gave me something I didnt have before And I'ma give you something to stop you saying more You gave me something I didnt have before And I'ma give you something to stop you saying more You gave me something I didnt have before And I'ma give you something to stop you,[Chorus],saying more You gave me something I didnt have before And I'ma give you something to stop you saying moreEmbed,You gave me hope and you let me know that oh If I give it time it will all be mine and oh You gave me something I didn't have before So I'ma give you something to stop you saying more You gave me something I didnt have before And I'ma give you something to stop you saying more You gave me something I didnt have before And I'ma give you something to stop you saying more You gave me something I didnt have before And I'ma give you something to stop you saying more, saying more,5.025547213910947e-232,405.25115966796875
Jessie J,Do It Like A Dude,"Stomp, stomp, I've arrived Drop the beat, nasty",[Verse],"face, why ya lookin' at me? Flyin', flyin', flyin', flyin' through the sky In my spaceship, I'm an alien tonight","Stomp, stomp, I've arrived Drop the beat, nasty, don't stop, I've got it all
So, get your hands off me, turn on the radio I'll knock the shit out of",", don't stop, I've got it all
So, get your hands off me, turn on the radio I'll knock the shit out of",9.347651015737196e-232,18.290924072265625
Jessie J,Do It Like A Dude,"I can do it like a brother, do it like a dude Grab my crotch, wear my hat low like you Do it like a brother, do it like a dude Grab my crotch, wear my hat low like you We can do it like the mandem, mandem, hey We can do it like the mandem, sugar, sugar, sugar We can do it like the mandem, mandem, hey We can",[Chorus],"do it like the mandem, sugar, sugar, sugar See Jessie J LiveGet tickets as low as $78You might also like","I can do it like a brother, do it like a dude Grab my crotch, wear my hat low like you Do it like a brother, do it like a dude Grab my crotch, wear my hat low like you We can do it like the mandem, mandem, hey We can do it like the mandem, sugar, sugar, sugar We can do it like the mandem, mandem, hey We can do it like the mandem, mandem, hey"," do it like the mandem, mandem, hey",1.0592691162555667e-231,344.05194091796875
Jessie J,Do It Like A Dude,"Bong, bong (Hey), pour me a beer No pretty drinks, I'm",[Verse],"a guy out here Rollin', rollin', rollin', rollin' money like a pimp My B-I-T-C-H is on my dick, like this","Bong, bong (Hey), pour me a beer No pretty drinks, I'm a spoiled baby.
No one knows you're not out there for a kiss No way, nobody's out there for a kiss
Yeah, just"," a spoiled baby.
No one knows you're not out there for a kiss No way, nobody's out there for a kiss
Yeah, just",9.150285868297663e-232,33.21945571899414
Jessie J,Do It Like A Dude,"I can do it like a brother, do it like a dude Grab my crotch, wear my hat low like you Do it like a brother, do it like a dude Grab my crotch, wear my hat low like you We can do it like the mandem, mandem, hey We can do it like the mandem, sugar, sugar,",[Chorus],"sugar We can do it like the mandem, mandem, hey We can do it like the mandem, sugar, sugar, sugar","I can do it like a brother, do it like a dude Grab my crotch, wear my hat low like you Do it like a brother, do it like a dude Grab my crotch, wear my hat low like you We can do it like the mandem, mandem, hey We can do it like the mandem, sugar, sugar, hey We can do it like the mandem, mmuh, muh We can do it like the mandem, mmuh, m"," hey We can do it like the mandem, mmuh, muh We can do it like the mandem, mmuh, m",9.475293539507031e-232,28.571094512939453
Jessie J,Do It Like A Dude,"Boys, come-come say what you wanna Boys, you-you need to lick my dollar Boys, g-gettin' hot under the collar Holla, holla, whoa (Ooh, whoa) Boys, come-come say what you wanna (Come say it) Boys, you-you need to lick",[Bridge],"my dollar (Lick my dollar, dollar) Boys, g-gettin' hot under the collar (Yeah, okay) Holla, holla, whoa (Break it down)","Boys, come-come say what you wanna Boys, you-you need to lick my dollar Boys, g-gettin' hot under the collar Holla, holla, whoa (Ooh, whoa) Boys, come-come say what you wanna (Come say it) Boys, you-you need to lick my dollar Boys, g-gettin' hot under the collar Holla, holla, whoa (Ooh, whoa) Boys,"," my dollar Boys, g-gettin' hot under the collar Holla, holla, whoa (Ooh, whoa) Boys,",9.788429383461836e-232,62.29444122314453
Jessie J,Do It Like A Dude,"I can do it like a brother, do it like a dude Grab my crotch, wear my hat low like",[Breakdown],"you Do it like a brother, do it like a dude Grab my crotch, wear my hat low like you","I can do it like a brother, do it like a dude Grab my crotch, wear my hat low like a real father fuck off and make me wait until they come out in public Posted by Athanasius

on Grinding Gear Games"," a real father fuck off and make me wait until they come out in public Posted by Athanasius

on Grinding Gear Games",9.049162215859829e-232,41.40312194824219
Jessie J,Do It Like A Dude,"I can do it like a brother, do it like a dude (Brother, du-dude) Grab my crotch, wear my hat low like you Do it like a brother, do it like a dude (Brother, du-dude) Grab my crotch, wear my hat low like you We can do it like the mandem, mandem, hey (Ma-ma-ma-ma, ma-ma-ma-ma) We can do it like the mandem, sugar, sugar, sugar (Ma-ma-ma-ma, ah) We can",[Chorus],"do it like the mandem, mandem, hey (Ma-ma-ma-ma, ma-ma-ma-ma) We can do it like the mandem, sugar, sugar, sugar (Yeah)","I can do it like a brother, do it like a dude (Brother, du-dude) Grab my crotch, wear my hat low like you Do it like a brother, do it like a dude (Brother, du-dude) Grab my crotch, wear my hat low like you We can do it like the mandem, mandem, hey (Ma-ma-ma-ma, ma-ma-ma-ma) We can do it like the mandem, sugar, sugar, sugar (Ma-ma-ma-ma, ah) We can do it like the mandem, jasmine, sugar, sugar (Ma-ma-ma-ma, ah) We can do it like"," do it like the mandem, jasmine, sugar, sugar (Ma-ma-ma-ma, ah) We can do it like",9.50440384721771e-232,45.887001037597656
Jessie J,Do It Like A Dude,"Do it, do it like a dude (Okay) Do it, do",[Outro],"it low like you Do it, do it like a dude Do it, do it, do it like a dude","Do it, do it like a dude (Okay) Do it, do it like a dude (Uh-huh) Do it, do it like a dude (Uh-huh) Do it, do it like"," it like a dude (Uh-huh) Do it, do it like a dude (Uh-huh) Do it, do it like",9.226721808861682e-232,8.139513969421387
Jonas Brothers,Year 3000,"One day, when I came home at lunchtime I heard a funny noise Went out to the backyard to find",[Verse],out If it was one of those rowdy boys Stood there with my neighbor called Peter And a Flux Capacitor,"One day, when I came home at lunchtime I heard a funny noise Went out to the backyard to find my father out,"" she says. ""He called my brother and said he was home and that he wasn't coming home."" ""I said, '"," my father out,"" she says. ""He called my brother and said he was home and that he wasn't coming home."" ""I said, '",9.088939711678077e-232,16.192903518676758
Jonas Brothers,Year 3000,"He said, ""I've been",[Chorus],"to the year 3000 Not much has changed, but they lived underwater And your great-great-great-granddaughter Is doin' fine, doin' fine""","He said, ""I've been waiting for her.""

""But we just won't be out of this together.""

I turned back to the surface and told him,"," waiting for her.""

""But we just won't be out of this together.""

I turned back to the surface and told him,",9.50440384721771e-232,21.566049575805664
Jonas Brothers,Year 3000,"He took me to the future in the flux thing And I saw everything Boy bands, and another one, and another one And another one Girls there with round",[Verse],hair like Star Wars Float above the floor See Jonas Brothers LiveGet tickets as low as $19You might also like,"He took me to the future in the flux thing And I saw everything Boy bands, and another one, and another one And another one Girls there with round faces
I got a few, and when I had three to play with
They did not see us, so I can't talk."," faces
I got a few, and when I had three to play with
They did not see us, so I can't talk.",1.0489335475684504e-231,56.5005989074707
Jonas Brothers,Year 3000,"He said, ""I've been",[Chorus],"to the year 3000 Not much has changed, but they lived underwater And your great-great-great-granddaughter Is doin' fine, doin' fine""","He said, ""I've been looking forward to doing this for months now and I know you love me so much.

""I know you want me to do something with you"," looking forward to doing this for months now and I know you love me so much.

""I know you want me to do something with you",8.898290003513518e-232,16.417076110839844
Jonas Brothers,Year 3000,I took a ship to the year 3000 This song had gone multi-platinum Everybody bought our seventh album It had outsold Kelly Clarkson I took,[Bridge],"a ship to the year 3000 This song had gone multi-platinum Everybody bought our seventh album (Seventh album, seventh album)",I took a ship to the year 3000 This song had gone multi-platinum Everybody bought our seventh album It had outsold Kelly Clarkson I took a ship to the year 3000 This song had gone multi-platinum Everybody bought our seventh album It had outsold Kelly Clarkson I took a ship to, a ship to the year 3000 This song had gone multi-platinum Everybody bought our seventh album It had outsold Kelly Clarkson I took a ship to,9.173539641215838e-232,182.72714233398438
Jonas Brothers,Year 3000,I've been to,[Chorus],"the year 3000 Not much has changed, but they lived underwater And your great-great-great-granddaughter Is doin' fine, doin' fine, oh","I've been to such games as BlizzCon, ESL One Cologne, Gfinity, IEM, etc. and I've never been able to find a game that"," such games as BlizzCon, ESL One Cologne, Gfinity, IEM, etc. and I've never been able to find a game that",9.857609866842017e-232,14.687729835510254
